,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Abuja
15,Asuncion
16,Santo Domingo
17,Port Harcourt
18,Guatemala City
19,Ouagadougou
20,Lusaka
21,Port-au-Prince
22,Algiers
23,Bamako
24,Mbuji-Mayi
25,Birmingham
26,Accra
27,Tashkent
28,Brazzaville
29,Damascus
30,Beirut
31,Tunis
32,Mogadishu
33,Esfahan
34,Phnom Penh
35,Havana
36,Aleppo
37,Taizhou Zhejiang
38,Conakry
39,Linyi Shandong
40,Almaty
41,Panama City
42,Lome
43,Davao City
44,Benin City
