,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Santo Domingo
18,Mashhad
19,Port Harcourt
20,Pyongyang
21,Ouagadougou
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Bamako
26,Mbuji-Mayi
27,Accra
28,Tashkent
29,Esfahan
30,Phnom Penh
31,Havana
32,Aleppo
33,Taizhou Zhejiang
34,Conakry
35,Linyi Shandong
36,Almaty
37,Panama City
38,Lome
39,Benin City
