,URL
0,Cairo
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Shantou
10,Hefei
11,Kabul
12,Rome
13,Ningbo
14,Tel Aviv
15,Montreal
16,Shijiazhuang
17,Recife
18,Yaounde
19,Kano
20,Douala
21,Ibadan
22,Antananarivo
23,Kumasi
24,Abuja
25,Asuncion
26,Santo Domingo
27,Mashhad
28,Dakar
29,Port Harcourt
30,Pyongyang
31,Guatemala City
32,Ouagadougou
33,Lusaka
34,Port-au-Prince
35,Algiers
36,Bamako
37,Mbuji-Mayi
38,Accra
39,Tashkent
40,Brazzaville
41,Damascus
42,Beirut
43,Tunis
44,Mogadishu
45,Esfahan
46,Phnom Penh
47,Havana
48,Aleppo
49,Taizhou Zhejiang
50,Conakry
51,Linyi Shandong
52,Almaty
53,Panama City
54,Lome
55,Benin City
