,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Nanjing
4,Luanda
5,Khartoum
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Douala
11,Ibadan
12,Antananarivo
13,Kumasi
14,Abuja
15,Asuncion
16,Santo Domingo
17,Mashhad
18,Dakar
19,Port Harcourt
20,Pyongyang
21,Guatemala City
22,Ouagadougou
23,Lusaka
24,Port-au-Prince
25,Algiers
26,Bamako
27,Birmingham
28,Accra
29,Tashkent
30,Brazzaville
31,Damascus
32,Beirut
33,Tunis
34,Mogadishu
35,Phnom Penh
36,Havana
37,Conakry
38,Linyi Shandong
39,Almaty
40,Panama City
41,Lome
42,Benin City
