,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Dakar
21,Port Harcourt
22,Pyongyang
23,Guatemala City
24,Ouagadougou
25,Lusaka
26,Port-au-Prince
27,Algiers
28,Bamako
29,Sapporo
30,Pretoria
31,Mbuji-Mayi
32,Birmingham
33,Yantai
34,Bandung
35,Vancouver
36,Accra
37,Tashkent
38,Brazzaville
39,Damascus
40,Tunis
41,Mogadishu
42,Esfahan
43,Phnom Penh
44,Havana
45,Aleppo
46,Taizhou Zhejiang
47,Conakry
48,Linyi Shandong
49,Almaty
50,Panama City
51,Lome
52,Benin City
