,URL
0,Tokyo
1,Mumbai
2,Kinshasa
3,Lagos
4,Tehran
5,Luanda
6,Kuala Lumpur
7,Baghdad
8,Dar es Salaam
9,Madrid
10,Yangon
11,Abidjan
12,Kabul
13,Yaounde
14,Kano
15,Douala
16,Ibadan
17,Antananarivo
18,Kumasi
19,Abuja
20,Asuncion
21,Santo Domingo
22,Mashhad
23,Dakar
24,Port Harcourt
25,Lanzhou
26,Pyongyang
27,Guatemala City
28,Ouagadougou
29,Lusaka
30,Port-au-Prince
31,Algiers
32,Bamako
33,Mbuji-Mayi
34,Accra
35,Tashkent
36,Brazzaville
37,Beirut
38,Tunis
39,Mogadishu
40,Esfahan
41,Phnom Penh
42,Havana
43,Aleppo
44,Taizhou Zhejiang
45,Conakry
46,Linyi Shandong
47,Almaty
48,Panama City
49,Lome
50,Benin City
