,URL
0,Mexico City
1,Dhaka
2,Cairo
3,Beijing
4,Mumbai
5,Osaka
6,Karachi
7,Chongqing
8,Istanbul
9,Buenos Aires
10,Kolkata
11,Kinshasa
12,Lagos
13,Tehran
14,Luanda
15,Baghdad
16,Dar es Salaam
17,Khartoum
18,Yangon
19,Abidjan
20,Kabul
21,Yaounde
22,Kano
23,Douala
24,Ibadan
25,Antananarivo
26,Kumasi
27,Abuja
28,Asuncion
29,Santo Domingo
30,Mashhad
31,Dakar
32,Port Harcourt
33,Pyongyang
34,Dubai
35,Ouagadougou
36,Lusaka
37,Port-au-Prince
38,Algiers
39,Bamako
40,Mbuji-Mayi
41,Accra
42,Tashkent
43,Brazzaville
44,Damascus
45,Tunis
46,Mogadishu
47,Esfahan
48,Phnom Penh
49,Havana
50,Aleppo
51,Taizhou Zhejiang
52,Conakry
53,Linyi Shandong
54,Almaty
55,Panama City
56,Lome
57,Benin City
