,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Haerbin
7,Toronto
8,Belo Horizonte
9,Singapore
10,Khartoum
11,Johannesburg
12,Dalian
13,Barcelona
14,Fukuoka
15,Ji-nan Shandong
16,Zhengzhou
17,Saint Petersburg
18,Yangon
19,Abidjan
20,Kabul
21,Yaounde
22,Kano
23,Douala
24,Ibadan
25,Antananarivo
26,Kumasi
27,Abuja
28,Asuncion
29,Santo Domingo
30,Mashhad
31,Dakar
32,Port Harcourt
33,Lanzhou
34,Pyongyang
35,Guatemala City
36,Ouagadougou
37,Lusaka
38,Port-au-Prince
39,Algiers
40,Bamako
41,Mbuji-Mayi
42,Accra
43,Tashkent
44,Brazzaville
45,Damascus
46,Beirut
47,Tunis
48,Mogadishu
49,Esfahan
50,Phnom Penh
51,Havana
52,Aleppo
53,Taizhou Zhejiang
54,Conakry
55,Linyi Shandong
56,Almaty
57,Panama City
58,Lome
59,Benin City
