,URL
0,Shanghai
1,Sao Paulo
2,Mexico City
3,Dhaka
4,Cairo
5,Beijing
6,Mumbai
7,Osaka
8,Karachi
9,Chongqing
10,Istanbul
11,Buenos Aires
12,Kolkata
13,Kinshasa
14,Lagos
15,Tehran
16,Luanda
17,Baghdad
18,Dar es Salaam
19,Khartoum
20,Yangon
21,Abidjan
22,Kabul
23,Yaounde
24,Kano
25,Douala
26,Ibadan
27,Kumasi
28,Abuja
29,Asuncion
30,Santo Domingo
31,Dakar
32,Port Harcourt
33,Pyongyang
34,Guatemala City
35,Ouagadougou
36,Lusaka
37,Port-au-Prince
38,Algiers
39,Bamako
40,Mbuji-Mayi
41,Accra
42,Tashkent
43,Brazzaville
44,Damascus
45,Beirut
46,Tunis
47,Mogadishu
48,Esfahan
49,Phnom Penh
50,Havana
51,Aleppo
52,Taizhou Zhejiang
53,Conakry
54,Linyi Shandong
55,Almaty
56,Panama City
57,Lome
58,Benin City
