,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Santiago
7,Madrid
8,Belo Horizonte
9,Singapore
10,Khartoum
11,Yangon
12,Abidjan
13,Tel Aviv
14,Yaounde
15,Kano
16,Ibadan
17,Antananarivo
18,Kumasi
19,Abuja
20,Asuncion
21,Santo Domingo
22,Mashhad
23,Dakar
24,Port Harcourt
25,Pyongyang
26,Guatemala City
27,Ouagadougou
28,Lusaka
29,Port-au-Prince
30,Algiers
31,Bamako
32,Mbuji-Mayi
33,Yantai
34,Bandung
35,Vancouver
36,Accra
37,Tashkent
38,Brazzaville
39,Damascus
40,Beirut
41,Tunis
42,Mogadishu
43,Baku
44,Esfahan
45,Phnom Penh
46,Havana
47,Aleppo
48,Taizhou Zhejiang
49,Conakry
50,Linyi Shandong
51,Almaty
52,Panama City
53,Lome
54,Benin City
