,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Kabul
9,Rome
10,Yaounde
11,Kano
12,Douala
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Santo Domingo
18,Izmir
19,Bandung
20,Accra
21,Tashkent
22,Brazzaville
23,Damascus
24,Beirut
25,Tunis
26,Tangerang
27,Mogadishu
28,Phnom Penh
29,Havana
30,Aleppo
31,Taizhou Zhejiang
32,Conakry
33,Linyi Shandong
34,Panama City
35,Lome
