,URL
0,Tokyo
1,Kinshasa
2,Lagos
3,Jakarta
4,London
5,Tehran
6,Nanjing
7,Luanda
8,New York City
9,Dar es Salaam
10,Santiago
11,Pune
12,Johannesburg
13,Abidjan
14,Nairobi
15,Brasilia
16,Rome
17,Yaounde
18,Douala
19,Ibadan
20,Antananarivo
21,Kumasi
22,Kampala
23,Abuja
24,Asuncion
25,Santo Domingo
26,Mashhad
27,Dakar
28,Port Harcourt
29,Guatemala City
30,Ouagadougou
31,Lusaka
32,Port-au-Prince
33,Algiers
34,Bamako
35,Mbuji-Mayi
36,Accra
37,Tashkent
38,Brazzaville
39,Damascus
40,Mogadishu
41,Medan
42,Amman
43,Esfahan
44,Phnom Penh
45,Havana
46,Aleppo
47,Taizhou Zhejiang
48,Conakry
49,Linyi Shandong
50,Almaty
51,Panama City
52,Lome
53,Benin City
