,URL
0,Tokyo
1,Kinshasa
2,Lagos
3,Manila
4,Tehran
5,Luanda
6,Wuhan
7,Hangzhou
8,Hong Kong
9,Surat
10,Dongguan
11,Suzhou
12,Foshan
13,Riyadh
14,Shenyang
15,Baghdad
16,Dar es Salaam
17,Khartoum
18,Yangon
19,Abidjan
20,Kabul
21,Yaounde
22,Kano
23,Douala
24,Ibadan
25,Antananarivo
26,Kumasi
27,Abuja
28,Asuncion
29,Santo Domingo
30,Mashhad
31,Dakar
32,Port Harcourt
33,Pyongyang
34,Guatemala City
35,Ouagadougou
36,Lusaka
37,Port-au-Prince
38,Algiers
39,Bamako
40,Mbuji-Mayi
41,Accra
42,Tashkent
43,Brazzaville
44,Damascus
45,Beirut
46,Tunis
47,Mogadishu
48,Esfahan
49,Phnom Penh
50,Havana
51,Aleppo
52,Taizhou Zhejiang
53,Conakry
54,Linyi Shandong
55,Almaty
56,Panama City
57,Lome
58,Benin City
