,URL
0,Mexico City
1,Kinshasa
2,Lagos
3,Manila
4,Rio de Janeiro
5,Bogota
6,Tehran
7,Luanda
8,Hong Kong
9,Baghdad
10,Dar es Salaam
11,Khartoum
12,Yangon
13,Abidjan
14,Addis Ababa
15,Kabul
16,Medellin
17,Douala
18,Ibadan
19,Antananarivo
20,Kumasi
21,Abuja
22,Asuncion
23,Santo Domingo
24,Mashhad
25,Dakar
26,Port Harcourt
27,Guatemala City
28,Ouagadougou
29,Lusaka
30,Port-au-Prince
31,Algiers
32,Bamako
33,Mbuji-Mayi
34,Accra
35,Tashkent
36,Brazzaville
