,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Yangon
6,Yaounde
7,Kano
8,Douala
9,Ibadan
10,Antananarivo
11,Kumasi
12,Abuja
13,Asuncion
14,Santo Domingo
15,Mashhad
16,Dakar
17,Pyongyang
18,Guatemala City
19,Ouagadougou
20,Lusaka
21,Port-au-Prince
22,Algiers
23,Bamako
24,Mbuji-Mayi
25,Yantai
26,Accra
27,Tashkent
28,Brazzaville
29,Beirut
30,Tunis
31,Mogadishu
32,Esfahan
33,Phnom Penh
34,Havana
35,Aleppo
36,Taizhou Zhejiang
37,Conakry
38,Linyi Shandong
39,Almaty
40,Panama City
41,Lome
42,Benin City
