,URL
0,Buenos Aires
1,Kinshasa
2,Lagos
3,Tehran
4,Luanda
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Dakar
21,Port Harcourt
22,Pyongyang
23,Guatemala City
24,Ouagadougou
25,Lusaka
26,Port-au-Prince
27,Algiers
28,Patna
29,Brazzaville
30,Damascus
31,Beirut
32,Tunis
33,Mogadishu
34,Esfahan
35,Phnom Penh
36,Havana
37,Almaty
38,Panama City
39,Benin City
