,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Abidjan
8,Yaounde
9,Kano
10,Douala
11,Ibadan
12,Antananarivo
13,Kumasi
14,Asuncion
15,Santo Domingo
16,Mashhad
17,Dakar
18,Port Harcourt
19,Pyongyang
20,Guatemala City
21,Ouagadougou
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Bamako
26,Mbuji-Mayi
27,Bandung
28,Vancouver
29,Accra
30,Tashkent
31,Patna
32,Brazzaville
33,Luoyang
34,Bhopal
35,San Juan
36,Damascus
37,Brisbane
38,Beirut
39,Tunis
40,Tangerang
41,Mogadishu
42,Baku
43,Medan
44,Sendai
45,Houston
46,Manaus
47,Barranquilla
48,Maracaibo
49,Gujranwala
50,Rawalpindi
51,Peshawar
52,Agra
53,Baotou
54,Vadodara
55,Kannur
56,Liuzhou
57,Visakhapatnam
58,Xuzhou
59,Daegu
60,Naples
61,Amman
62,Tijuana
63,Esfahan
64,Phnom Penh
65,Havana
66,Nashik
67,Vijayawada
68,Brussels
69,Hiroshima
70,Perth
71,Multan
72,Minsk
73,Baoding
74,Aleppo
75,Taizhou Zhejiang
76,Conakry
77,Linyi Shandong
78,Vienna
79,Kollam
80,Valencia
81,Rajkot
82,Haikou
83,Almaty
84,Yancheng Jiangsu
85,Rabat
86,West Yorkshire
87,Quito
88,Panama City
89,Hyderabad
90,Ludhiana
91,La Paz
92,Lome
93,Davao City
94,Turin
95,Bucharest
96,Adana
97,Warsaw
98,Hamburg
99,Benin City
