,URL
0,Mumbai
1,Kinshasa
2,Lagos
3,Tehran
4,Luanda
5,Baghdad
6,Dar es Salaam
7,Khartoum
8,Yangon
9,Abidjan
10,Kabul
11,Yaounde
12,Kano
13,Douala
14,Ibadan
15,Antananarivo
16,Kumasi
17,Abuja
18,Asuncion
19,Santo Domingo
20,Mashhad
21,Dakar
22,Pyongyang
23,Guatemala City
24,Ouagadougou
25,Lusaka
26,Port-au-Prince
27,Algiers
28,Bamako
29,Mbuji-Mayi
30,Accra
31,Tashkent
32,Brazzaville
33,Damascus
34,Beirut
35,Tunis
36,Mogadishu
37,Phnom Penh
38,Havana
39,Taizhou Zhejiang
40,Conakry
41,Linyi Shandong
42,Almaty
43,Panama City
44,Lome
45,Benin City
