,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Santiago
4,Khartoum
5,Yangon
6,Abidjan
7,Kabul
8,Yaounde
9,Kano
10,Douala
11,Ibadan
12,Antananarivo
13,Kumasi
14,Abuja
15,Campinas
16,Mashhad
17,Dakar
18,Pyongyang
19,Guatemala City
20,Shizuoka
21,Ouagadougou
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Bamako
26,Mbuji-Mayi
27,Accra
28,Tashkent
29,Patna
30,Brazzaville
31,Damascus
32,Beirut
33,Tunis
34,Mogadishu
35,Esfahan
36,Phnom Penh
37,Havana
38,Aleppo
39,Taizhou Zhejiang
40,Conakry
41,Linyi Shandong
42,Almaty
43,Panama City
44,Lome
45,Benin City
