,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Santiago
5,Yangon
6,Abidjan
7,Kabul
8,Yaounde
9,Kano
10,Douala
11,Ibadan
12,Antananarivo
13,Kumasi
14,Abuja
15,Asuncion
16,Santo Domingo
17,Mashhad
18,Dakar
19,Port Harcourt
20,Pyongyang
21,Guatemala City
22,Ouagadougou
23,Lusaka
24,Port-au-Prince
25,Algiers
26,Mbuji-Mayi
27,Accra
28,Tashkent
29,Brazzaville
