,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Yangon
6,Abidjan
7,Kabul
8,Kano
9,Douala
10,Ibadan
11,Antananarivo
12,Kumasi
13,Abuja
14,Asuncion
15,Santo Domingo
16,Mashhad
17,Dakar
18,Port Harcourt
19,Pyongyang
20,Guatemala City
21,Ouagadougou
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Goiania
26,Taibei
27,Bamako
28,Thiruvananthapuram
29,Chicago
30,Sapporo
31,Pretoria
32,Mbuji-Mayi
33,Accra
34,Tashkent
35,Damascus
36,Beirut
37,Tunis
38,Mogadishu
39,Rawalpindi
40,Esfahan
41,Phnom Penh
42,Havana
43,Aleppo
44,Taizhou Zhejiang
45,Conakry
46,Linyi Shandong
47,Almaty
48,Panama City
49,Lome
50,Benin City
