,URL
0,Istanbul
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Santo Domingo
18,Campinas
19,Mashhad
20,Dakar
21,Port Harcourt
22,Lanzhou
23,Pyongyang
24,Guayaquil
25,Guatemala City
26,Ouagadougou
27,Lusaka
28,Coimbatore
29,Algiers
30,Bamako
31,Mbuji-Mayi
32,Accra
33,Tashkent
34,Damascus
35,Beirut
36,Tunis
37,Esfahan
38,Phnom Penh
39,Havana
40,Aleppo
41,Taizhou Zhejiang
42,Conakry
43,Linyi Shandong
44,Almaty
45,Panama City
46,Lome
47,Benin City
