,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Dakar
21,Pyongyang
22,Guatemala City
23,Ouagadougou
24,Lusaka
25,Port-au-Prince
26,Algiers
27,Bamako
28,Thiruvananthapuram
29,Chicago
30,Sapporo
31,Pretoria
32,Mbuji-Mayi
33,Tashkent
34,Brazzaville
35,Damascus
36,Beirut
37,Tunis
38,Mogadishu
39,Phnom Penh
40,Havana
41,Aleppo
42,Taizhou Zhejiang
43,Conakry
44,Linyi Shandong
45,Almaty
46,Panama City
47,Lome
48,Benin City
