,URL
0,Lagos
1,Tehran
2,Luanda
3,Baghdad
4,Dar es Salaam
5,Haerbin
6,Khartoum
7,Yangon
8,Abidjan
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Malappuram
14,Antananarivo
15,Kumasi
16,Busan
17,Abuja
18,Asuncion
19,Santo Domingo
20,Mashhad
21,Dakar
22,Port Harcourt
23,Pyongyang
24,Guatemala City
25,Nagpur
26,Shizuoka
27,Lusaka
28,Coimbatore
29,Port-au-Prince
30,Algiers
31,Bamako
32,Mbuji-Mayi
33,Accra
34,Tashkent
35,Brazzaville
36,Beirut
37,Tunis
38,Mogadishu
39,Esfahan
40,Phnom Penh
41,Havana
42,Aleppo
43,Taizhou Zhejiang
44,Conakry
45,Linyi Shandong
46,Vienna
47,Almaty
48,Panama City
49,Lome
50,Benin City
