,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Baghdad
4,Dar es Salaam
5,Yangon
6,Abidjan
7,Kabul
8,Kano
9,Douala
10,Ibadan
11,Antananarivo
12,Kumasi
13,Abuja
14,Asuncion
15,Santo Domingo
16,Mashhad
17,Dakar
18,Port Harcourt
19,Pyongyang
20,Guatemala City
21,Ouagadougou
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Bamako
26,Mbuji-Mayi
27,Accra
28,Tashkent
29,Patna
30,Brazzaville
31,Luoyang
32,Beirut
33,Tunis
34,Mogadishu
35,Agra
36,Kannur
37,Esfahan
38,Phnom Penh
39,Havana
40,Perth
41,Aleppo
42,Taizhou Zhejiang
43,Conakry
44,Linyi Shandong
45,Vienna
46,Almaty
47,Panama City
48,Lome
49,Benin City
