,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Santiago
7,Khartoum
8,Yangon
9,Alexandria
10,Abidjan
11,Kabul
12,Yaounde
13,Porto Alegre
14,Douala
15,Ibadan
16,Antananarivo
17,Kumasi
18,Abuja
19,Santo Domingo
20,Mashhad
21,Dakar
22,Kuwait City
23,Port Harcourt
24,Milan
25,Pyongyang
26,Dubai
27,Ouagadougou
28,Lusaka
29,Port-au-Prince
30,Algiers
31,Mbuji-Mayi
32,Accra
33,Tashkent
34,Damascus
35,Beirut
36,Tunis
37,Mogadishu
38,Esfahan
39,Phnom Penh
40,Havana
41,Aleppo
42,Taizhou Zhejiang
43,Conakry
44,Linyi Shandong
45,Almaty
46,Lome
47,Davao City
48,Benin City
