,URL
0,Lagos
1,Tehran
2,Luanda
3,Baghdad
4,Dar es Salaam
5,Yangon
6,Abidjan
7,Kabul
8,Yaounde
9,Douala
10,Ibadan
11,Antananarivo
12,Kumasi
13,Abuja
14,Asuncion
15,Santo Domingo
16,Mashhad
17,Port Harcourt
18,Pyongyang
19,Guatemala City
20,Ouagadougou
21,Lusaka
22,Port-au-Prince
23,Algiers
24,Bamako
25,Mbuji-Mayi
26,Accra
27,Tashkent
28,Brazzaville
29,Damascus
30,Beirut
31,Tunis
32,Mogadishu
33,Esfahan
34,Phnom Penh
35,Havana
36,Aleppo
37,Taizhou Zhejiang
38,Conakry
39,Linyi Shandong
40,Almaty
41,Panama City
42,Lome
43,Benin City
