,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Johannesburg
8,Dalian
9,Kunming
10,Urumqi
11,Changchun
12,Xinbei
13,Shantou
14,Hefei
15,Kabul
16,Yaounde
17,Kano
18,Ibadan
19,Antananarivo
20,Bekasi
21,Kumasi
22,Abuja
23,Guiyang
24,Asuncion
25,Santo Domingo
26,Campinas
27,Mashhad
28,Dakar
29,Thrissur
30,Nagpur
31,Ouagadougou
32,Lusaka
33,Coimbatore
34,Port-au-Prince
35,Incheon
36,Cali
37,Phnom Penh
38,Havana
39,Aleppo
40,Taizhou Zhejiang
41,Conakry
42,Linyi Shandong
43,Almaty
