,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Haerbin
6,Toronto
7,Belo Horizonte
8,Singapore
9,Khartoum
10,Johannesburg
11,Dalian
12,Barcelona
13,Fukuoka
14,Ji-nan Shandong
15,Zhengzhou
16,Saint Petersburg
17,Yangon
18,Abidjan
19,Kabul
20,Yaounde
21,Kano
22,Ibadan
23,Antananarivo
24,Kumasi
25,Abuja
26,Asuncion
27,Santo Domingo
28,Mashhad
29,Dakar
30,Port Harcourt
31,Pyongyang
32,Guatemala City
33,Ouagadougou
34,Lusaka
35,Port-au-Prince
36,Algiers
37,Bamako
38,Mbuji-Mayi
39,Accra
40,Tashkent
41,Brazzaville
42,Beirut
43,Tunis
44,Mogadishu
45,Esfahan
46,Phnom Penh
47,Havana
48,Taizhou Zhejiang
49,Conakry
50,Linyi Shandong
51,Almaty
52,Panama City
53,Lome
54,Benin City
