,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Asuncion
17,Santo Domingo
18,Mashhad
19,Dakar
20,Port Harcourt
21,Pyongyang
22,Guatemala City
23,Ouagadougou
24,Lusaka
25,Port-au-Prince
26,Algiers
27,Bamako
28,Accra
29,Tashkent
30,Damascus
31,Beirut
32,Tunis
33,Mogadishu
34,Phnom Penh
35,Havana
36,Conakry
37,Linyi Shandong
38,Almaty
39,Panama City
40,Lome
41,Benin City
