,URL
0,Dhaka
1,Kinshasa
2,Lagos
3,Tehran
4,Luanda
5,Baghdad
6,Dar es Salaam
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Port Harcourt
21,Pyongyang
22,Guatemala City
23,Surabaya
24,Ouagadougou
25,Lusaka
26,Algiers
27,Bamako
28,Mbuji-Mayi
29,Accra
30,Tashkent
31,Brazzaville
32,Damascus
33,Tunis
34,Mogadishu
35,Phnom Penh
36,Havana
37,Taizhou Zhejiang
38,Conakry
39,Linyi Shandong
40,Almaty
41,Panama City
42,Lome
43,Benin City
