,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Ibadan
11,Antananarivo
12,Kumasi
13,Abuja
14,Asuncion
15,Santo Domingo
16,Mashhad
17,Dakar
18,Pyongyang
19,Guatemala City
20,Ouagadougou
21,Lusaka
22,Port-au-Prince
23,Algiers
24,Bamako
25,Mbuji-Mayi
26,Accra
27,Tashkent
28,Patna
29,Brazzaville
30,Damascus
31,Beirut
32,Tunis
33,Mogadishu
34,Esfahan
35,Phnom Penh
36,Havana
37,Linyi Shandong
38,Almaty
39,Lome
40,Benin City
