,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Ji-nan Shandong
7,Yangon
8,Kabul
9,Yaounde
10,Kano
11,Ibadan
12,Antananarivo
13,Kumasi
14,Abuja
15,Asuncion
16,Santo Domingo
17,Mashhad
18,Lanzhou
19,Pyongyang
20,Guatemala City
21,Port-au-Prince
22,Algiers
23,Bamako
24,Mbuji-Mayi
25,Accra
26,Tashkent
27,Brazzaville
28,Damascus
29,Beirut
30,Tunis
31,Esfahan
32,Phnom Penh
33,Havana
34,Aleppo
35,Taizhou Zhejiang
36,Conakry
37,Linyi Shandong
38,Hyderabad
39,Ludhiana
