,URL
0,Mexico City
1,Dhaka
2,Cairo
3,Beijing
4,Mumbai
5,Osaka
6,Karachi
7,Chongqing
8,Istanbul
9,Buenos Aires
10,Kolkata
11,Kinshasa
12,Lagos
13,Tehran
14,Luanda
15,Baghdad
16,Dar es Salaam
17,Khartoum
18,Yangon
19,Abidjan
20,Melbourne
21,Kabul
22,Rome
23,Yaounde
24,Porto Alegre
25,Kano
26,Douala
27,Ibadan
28,Berlin
29,Antananarivo
30,Kumasi
31,Abuja
32,Asuncion
33,Santo Domingo
34,Campinas
35,Mashhad
36,Dakar
37,Thrissur
38,Port Harcourt
39,Pyongyang
40,Ouagadougou
41,Lusaka
42,Port-au-Prince
43,Algiers
44,Bamako
45,Mbuji-Mayi
46,Accra
47,Tashkent
48,Brazzaville
49,Damascus
50,Beirut
51,Tunis
52,Esfahan
53,Phnom Penh
54,Havana
55,Aleppo
56,Taizhou Zhejiang
57,Conakry
58,Linyi Shandong
59,Almaty
60,Panama City
61,Lome
62,Benin City
