,URL
0,Kinshasa
1,Lagos
2,Bangkok
3,Hyderabad
4,London
5,Chengdu
6,Tehran
7,Luanda
8,Baghdad
9,Dar es Salaam
10,Madrid
11,Khartoum
12,Ji-nan Shandong
13,Abidjan
14,Kabul
15,Yaounde
16,Douala
17,Ibadan
18,Antananarivo
19,Kumasi
20,Abuja
21,Asuncion
22,Santo Domingo
23,Campinas
24,Mashhad
25,Dakar
26,Port Harcourt
27,Pyongyang
28,Guatemala City
29,Ouagadougou
30,Lusaka
31,Port-au-Prince
32,Algiers
33,Bamako
34,Mbuji-Mayi
35,Accra
36,Tashkent
37,Brazzaville
38,Damascus
39,Tunis
40,Mogadishu
41,Esfahan
42,Phnom Penh
43,Havana
44,Aleppo
45,Taizhou Zhejiang
46,Conakry
47,Linyi Shandong
48,Almaty
49,Panama City
50,Lome
51,Benin City
