,URL
0,Sao Paulo
1,Cairo
2,Osaka
3,Kinshasa
4,Lagos
5,Moscow
6,Bogota
7,Seoul
8,Tehran
9,Luanda
10,Baghdad
11,Dar es Salaam
12,Khartoum
13,Yangon
14,Kabul
15,Kano
16,Douala
17,Ibadan
18,Antananarivo
19,Kumasi
20,Abuja
21,Asuncion
22,Santo Domingo
23,Mashhad
24,Dakar
25,Lanzhou
26,Pyongyang
27,Guatemala City
28,Ouagadougou
29,Lusaka
30,Bamako
31,Mbuji-Mayi
32,Accra
33,Tashkent
34,Brazzaville
35,Damascus
36,Beirut
37,Tunis
38,Mogadishu
39,Esfahan
40,Phnom Penh
41,Havana
42,Linyi Shandong
43,Almaty
44,Panama City
45,Lome
46,Benin City
