,URL
0,Sao Paulo
1,Buenos Aires
2,Kinshasa
3,Lagos
4,Tehran
5,Nanjing
6,Baghdad
7,Dar es Salaam
8,Khartoum
9,Dalian
10,Yangon
11,Abidjan
12,Kabul
13,Yaounde
14,Kano
15,Jaipur
16,Douala
17,Xiamen
18,Ibadan
19,Antananarivo
20,Kumasi
21,Abuja
22,Santo Domingo
23,Mashhad
24,Dakar
25,Pyongyang
26,Guatemala City
27,Ouagadougou
28,Lusaka
29,Port-au-Prince
30,Algiers
31,Bamako
32,Mbuji-Mayi
33,Accra
34,Tashkent
35,Beirut
36,Tunis
37,Mogadishu
38,Esfahan
39,Phnom Penh
40,Havana
41,Aleppo
42,Taizhou Zhejiang
43,Conakry
44,Linyi Shandong
45,Almaty
46,Lome
47,Benin City
