,URL
0,Enugu
1,Seattle
2,Nellore
3,Lokoja
4,Zanzibar
5,Oshogbo
6,Malanje
7,Cotonou
8,Vientiane
9,Akure
10,Sokoto
11,As-Suways
12,Irkutsk
13,Barnaul
14,Nay Pyi Taw
15,Bulawayo
16,Khabarovsk
17,Bandar Abbas
18,Bissau
19,Zahedan
20,Vladivostok
21,Calabar
22,Tomsk
23,Mbeya
24,Samarkand
25,Malaga
26,Dortmund
27,Beira
28,Djibouti
29,Bouake
30,Kemerovo
31,Bremen
32,Karbala
33,Kota Kinabalu
34,Gomel
35,Meknes
36,Irbid
37,Tucson
38,Hamhung
39,Port of Spain
40,Abeokuta
41,Gombe
42,Kikwit
43,Kuantan
44,Nurenberg
45,Khon-Kaen
46,Lipetsk
47,Murcia
48,Tirana
