,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Ezhou
9,Sokoto
10,As-Suways
11,Irkutsk
12,Barnaul
13,Nay Pyi Taw
14,Bulawayo
15,Venezia
16,Khabarovsk
17,Duesseldorf
18,Stuttgart
19,Kolhapur
20,Ulyanovsk
21,Yulin Guangxi
22,Bissau
23,Geneva
24,Gothenburg
25,Zahedan
26,Vladivostok
27,Calabar
28,Tomsk
29,Mbeya
30,Samarkand
31,Beira
32,Djibouti
33,Bouake
34,Thoothukkudi
35,Yiyang Hunan
36,Kitchener
37,Oujda
38,Kemerovo
39,Bremen
40,Karbala
41,Gomel
42,Chiang Rai
43,Leicester
44,Villavicencio
45,Sakarya
46,Hamhung
47,Port of Spain
48,Abeokuta
49,Edinburgh
50,Ryazan
51,Vilnius
52,Hannover
53,Fresno
54,Astrakhan
55,Rustenburg
56,Gombe
57,Kikwit
58,Arusha
