,URL
0,Newcastle upon Tyne
1,Enugu
2,Xalapa
3,Krakow
4,Dasmarinas
5,Lokoja
6,Kottayam
7,Zanzibar
8,Gaza
9,Oshogbo
10,Mangalore
11,Nanded Waghala
12,Malanje
13,Cotonou
14,Vientiane
15,Sokoto
16,As-Suways
17,Irkutsk
18,Barnaul
19,Nay Pyi Taw
20,Bulawayo
21,Khabarovsk
22,Bandar Abbas
23,Bissau
24,Zahedan
25,Vladivostok
26,Calabar
27,Tomsk
28,Mbeya
29,Samarkand
30,Beira
31,Djibouti
32,Bouake
33,Kemerovo
34,Karbala
35,Hamhung
36,Port of Spain
37,Abeokuta
38,Gombe
39,Kikwit
40,Arusha
