,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Macao
9,As-Suways
10,Irkutsk
11,Barnaul
12,Nay Pyi Taw
13,Bulawayo
14,Khabarovsk
15,Stuttgart
16,Bandar Abbas
17,Bissau
18,Zahedan
19,Vladivostok
20,Calabar
21,Tomsk
22,Mbeya
23,Samarkand
24,Beira
25,Djibouti
26,Bouake
27,Kemerovo
28,Karbala
29,Hamhung
30,Port of Spain
31,Abeokuta
32,Gombe
33,Kikwit
34,Arusha
