,URL
0,Enugu
1,Lokoja
2,Sheffield
3,Gaza
4,Zaragoza
5,Zaporizhzhya
6,Oshogbo
7,Ribeirao Preto
8,Tongliao
9,Oaxaca de Juarez
10,Malanje
11,The Hague
12,Dongtai
13,Vientiane
14,Cheonan
15,El Paso
16,Nantes
17,Zagreb
18,Ezhou
19,Lodz
20,Oklahoma City
21,Las Vegas
22,Sokoto
23,Macao
24,Jhansi
25,Memphis
26,Doha
27,Chiclayo
28,Irkutsk
29,Barnaul
30,Nay Pyi Taw
31,Bulawayo
32,Venezia
33,Khabarovsk
34,Bissau
35,Zahedan
36,Vladivostok
37,Calabar
38,Tomsk
39,Mbeya
40,Samarkand
41,Beira
42,Djibouti
43,Bouake
44,Kemerovo
45,Karbala
46,Hamhung
47,Port of Spain
48,Abeokuta
49,Gombe
50,Kikwit
51,Arusha
