,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Cotonou
5,Vientiane
6,As-Suways
7,Irkutsk
8,Barnaul
9,Nay Pyi Taw
10,Bulawayo
11,Khabarovsk
12,Bandar Abbas
13,Bissau
14,Zahedan
15,Vladivostok
16,Calabar
17,Tomsk
18,Mbeya
19,Samarkand
20,Beira
21,Djibouti
22,Bouake
23,Karbala
24,Hamhung
25,Port of Spain
26,Abeokuta
27,Gombe
28,Kikwit
29,Arusha
