,URL
0,Enugu
1,Kottayam
2,Sheffield
3,Zanzibar
4,Gaza
5,Zaragoza
6,Oshogbo
7,Ribeirao Preto
8,Bhavnagar
9,Jammu
10,Cotonou
11,Vientiane
12,Akure
13,As-Suways
14,Irkutsk
15,Barnaul
16,Nay Pyi Taw
17,Bulawayo
18,Khabarovsk
19,Bandar Abbas
20,Bissau
21,Zahedan
22,Vladivostok
23,Calabar
24,Tomsk
25,Mbeya
26,Samarkand
27,Beira
28,Djibouti
29,Bouake
30,Kemerovo
31,Karbala
32,Albuquerque
33,Meknes
34,Panipat
35,Irbid
36,Tucson
37,Hamhung
38,Port of Spain
39,Abeokuta
40,Bellary
41,Grenoble
42,Angeles City
43,Gombe
44,Poznan
45,Kikwit
46,Cuautla Morelos
47,Muzaffarpur
48,Changge
49,Kuantan
50,Bournemouth
51,Khon-Kaen
52,Lipetsk
53,Murcia
