,URL
0,Newcastle upon Tyne
1,Thessaloniki
2,Cherthala
3,Enugu
4,Xalapa
5,Frankfurt
6,Nakhon Ratchasima
7,Seattle
8,Nellore
9,Cuttack
10,Lokoja
11,Kottayam
12,Belgaum
13,Zanzibar
14,Oshogbo
15,Malanje
16,Vientiane
17,Akure
18,Sokoto
19,As-Suways
20,Irkutsk
21,Barnaul
22,Nay Pyi Taw
23,Bulawayo
24,Stuttgart
25,Riga
26,Kolhapur
27,Bacolod
28,Yulin Guangxi
29,Ajmer
30,Bissau
31,Geneva
32,Colombo
33,Gothenburg
34,Zahedan
35,Yaroslavl
36,Vladivostok
37,Calabar
38,Tomsk
39,Mbeya
40,Samarkand
41,Beira
42,Djibouti
43,Essen
44,Bouake
45,Kemerovo
46,Karbala
47,Hamhung
48,Port of Spain
49,Abeokuta
50,Gombe
51,Kikwit
52,Arusha
