,URL
0,Enugu
1,Cagayan de Oro City
2,Lokoja
3,Sheffield
4,Zanzibar
5,Oshogbo
6,Mangalore
7,Buffalo City
8,Bhavnagar
9,Gold Coast
10,Jammu
11,Nanded Waghala
12,Bacoor
13,Malanje
14,The Hague
15,Cotonou
16,Dongtai
17,Boston
18,Vientiane
19,Akure
20,Padova
21,Nantes
22,Sokoto
23,As-Suways
24,Irkutsk
25,Barnaul
26,Nay Pyi Taw
27,Bulawayo
28,Khabarovsk
29,Bandar Abbas
30,Bissau
31,Zahedan
32,Vladivostok
33,Calabar
34,Tomsk
35,Mbeya
36,Samarkand
37,Beira
38,Djibouti
39,Bouake
40,Kemerovo
41,Karbala
42,Meknes
43,Hamhung
44,Port of Spain
45,Abeokuta
46,Gombe
47,Kikwit
48,Arusha
