,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Detroit
9,Portland
10,Sokoto
11,As-Suways
12,Irkutsk
13,Barnaul
14,Nay Pyi Taw
15,Bulawayo
16,Khabarovsk
17,Bandar Abbas
18,Bissau
19,Vladivostok
20,Calabar
21,Tomsk
22,Mbeya
23,Samarkand
24,Beira
25,Djibouti
26,Bouake
27,Kemerovo
28,Karbala
29,Hamhung
30,Port of Spain
31,Abeokuta
32,Gombe
33,Kikwit
34,Arusha
