,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Sokoto
9,As-Suways
10,Irkutsk
11,Barnaul
12,Nay Pyi Taw
13,Bulawayo
14,Khabarovsk
15,Bandar Abbas
16,Bissau
17,Zahedan
18,Comilla
19,Mathura
20,Skopje
21,Tomsk
22,Mbeya
23,Samarkand
24,Malaga
25,Beira
26,Djibouti
27,Bouake
28,Zaoyang
29,Kemerovo
30,Karbala
31,Hamhung
32,Port of Spain
33,Abeokuta
34,Gombe
35,Kikwit
36,Kandahar
37,Arusha
