,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Vientiane
6,El Paso
7,Nantes
8,Zagreb
9,Nashville
10,Genoa
11,Ezhou
12,Las Vegas
13,Sokoto
14,As-Suways
15,Irkutsk
16,Barnaul
17,Nay Pyi Taw
18,Bulawayo
19,Khabarovsk
20,Bandar Abbas
21,Bissau
22,Zahedan
23,Vladivostok
24,Calabar
25,Tomsk
26,Mbeya
27,Samarkand
28,Beira
29,Djibouti
30,Bouake
31,Kemerovo
32,Karbala
33,Hamhung
34,Port of Spain
35,Abeokuta
36,Gombe
37,Kikwit
38,Arusha
