,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Sokoto
9,Irkutsk
10,Barnaul
11,Nay Pyi Taw
12,Bulawayo
13,Khabarovsk
14,Bandar Abbas
15,Bissau
16,Zahedan
17,Vladivostok
18,Calabar
19,Tomsk
20,Mbeya
21,Samarkand
22,Beira
23,Djibouti
24,Bouake
25,Kemerovo
26,Karbala
27,Hamhung
28,Port of Spain
29,Abeokuta
30,Gombe
31,Kikwit
32,Arusha
