,URL
0,Damascus
1,Beirut
2,Tunis
3,Mogadishu
4,Esfahan
5,Phnom Penh
6,Havana
7,Aleppo
8,Taizhou Zhejiang
9,Conakry
10,Linyi Shandong
11,Almaty
12,Panama City
13,Lome
14,Benin City
15,Montevideo
16,Mosul
17,Novosibirsk
18,Tabriz
19,Muscat
20,Harare
21,Tegucigalpa
22,Onitsha
23,N-Djamena
24,Mandalay
25,San Jose
26,Basra
27,Taizhou Jiangsu
28,Nouakchott
29,Homs
30,Cochabamba
31,Niamey
32,Kisangani
33,Pointe-Noire
34,Freetown
35,Astana
