,URL
0,Damascus
1,Beirut
2,Tunis
3,Mogadishu
4,Esfahan
5,Phnom Penh
6,Havana
7,Aleppo
8,Taizhou Zhejiang
9,Conakry
10,Linyi Shandong
11,Almaty
12,Lome
13,Benin City
14,Montevideo
15,Mosul
16,Novosibirsk
17,Tabriz
18,Muscat
19,Harare
20,Tegucigalpa
21,Onitsha
22,N-Djamena
23,Mandalay
24,Basra
25,Taizhou Jiangsu
26,Nouakchott
27,Homs
28,Cochabamba
29,Niamey
30,Zhanjiang
31,Kisangani
32,Pointe-Noire
33,Freetown
34,Astana
35,Uyo
