,URL
0,Newcastle upon Tyne
1,Enugu
2,Lokoja
3,Zanzibar
4,Oshogbo
5,Malanje
6,Cotonou
7,Vientiane
8,Akure
9,Sokoto
10,Macao
11,As-Suways
12,Irkutsk
13,Barnaul
14,Nay Pyi Taw
15,Bulawayo
16,Khabarovsk
17,Bandar Abbas
18,Bissau
19,Zahedan
20,Vladivostok
21,Calabar
22,Tomsk
23,Mbeya
24,Samarkand
25,Djibouti
26,Bouake
27,Kemerovo
28,Karbala
29,Imus
30,Hamhung
31,Port of Spain
32,Abeokuta
33,Gombe
34,Kikwit
35,Arusha
