,URL
0,Mosul
1,Novosibirsk
2,Muscat
3,Harare
4,Tegucigalpa
5,Onitsha
6,N-Djamena
7,Mandalay
8,Basra
9,Taizhou Jiangsu
10,Nouakchott
11,Homs
12,Cochabamba
13,Niamey
14,Kisangani
15,Pointe-Noire
16,Freetown
17,Astana
18,Uyo
19,Mwanza
20,Omsk
21,Lilongwe
22,Nanyang Henan
23,Kigali
24,Tripoli
25,Krasnoyarsk
26,Bukavu
27,Abomey-Calavi
28,Maputo
29,Nnewi
30,San Salvador
31,Shimkent
32,Bujumbura
33,Managua
34,Bishkek
35,Kermanshah
36,Hargeysa
37,Kirkuk
38,Bobo-Dioulasso
39,Aden
40,Asmara
41,Sekondi Takoradi
42,Ikorodu
43,Ilorin
44,Tshikapa
45,Nyala
46,Blantyre-Limbe
