,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,As-Suways
9,Irkutsk
10,Barnaul
11,Nay Pyi Taw
12,Bulawayo
13,Khabarovsk
14,Duesseldorf
15,Bandar Abbas
16,Bissau
17,Zahedan
18,Vladivostok
19,Calabar
20,Tomsk
21,Mbeya
22,Samarkand
23,Beira
24,Djibouti
25,Bouake
26,Kemerovo
27,Karbala
28,Hamhung
29,Port of Spain
30,Abeokuta
31,Angeles City
32,Gombe
33,Poznan
34,Kikwit
35,Cuautla Morelos
36,Arusha
