,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Sokoto
8,Memphis
9,As-Suways
10,Irkutsk
11,Barnaul
12,Nay Pyi Taw
13,Bulawayo
14,Duesseldorf
15,Bandar Abbas
16,Kolhapur
17,Bissau
18,Zahedan
19,Calabar
20,Tomsk
21,Mbeya
22,Samarkand
23,Beira
24,Djibouti
25,Bouake
26,Kemerovo
27,Karbala
28,Hamhung
29,Port of Spain
30,Abeokuta
31,Gombe
32,Kikwit
33,Arusha
