,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Sokoto
9,As-Suways
10,Irkutsk
11,Barnaul
12,Nay Pyi Taw
13,Bulawayo
14,Khabarovsk
15,Duesseldorf
16,Belfast
17,Stuttgart
18,Riga
19,Bandar Abbas
20,Bissau
21,Zahedan
22,Vladivostok
23,Calabar
24,Tomsk
25,Mbeya
26,Samarkand
27,Beira
28,Djibouti
29,Bouake
30,Kemerovo
31,Karbala
32,Hamhung
33,Port of Spain
34,Abeokuta
35,Edinburgh
36,Gombe
37,Kikwit
38,London CA
39,Arusha
