,URL
0,Newcastle upon Tyne
1,Thessaloniki
2,Bologna
3,Barcelona-Puerto La Cruz
4,Cherthala
5,Quzhou
6,Enugu
7,Nottingham
8,Lokoja
9,Zanzibar
10,Oshogbo
11,Malanje
12,Vientiane
13,Akure
14,Sokoto
15,As-Suways
16,Irkutsk
17,Barnaul
18,Nay Pyi Taw
19,Bulawayo
20,Khabarovsk
21,Bandar Abbas
22,Bissau
23,Zahedan
24,Vladivostok
25,Calabar
26,Tomsk
27,Mbeya
28,Samarkand
29,Beira
30,Djibouti
31,Bouake
32,Kemerovo
33,Karbala
34,Hamhung
35,Port of Spain
36,Abeokuta
37,Gombe
38,Kikwit
39,Arusha
