,URL
0,Mosul
1,Novosibirsk
2,Tabriz
3,Makassar
4,Yichang
5,Aurangabad
6,Muscat
7,Harare
8,Tegucigalpa
9,Onitsha
10,N-Djamena
11,Mandalay
12,Basra
13,Taizhou Jiangsu
14,Nouakchott
15,Homs
16,Cochabamba
17,Niamey
18,Kisangani
19,Pointe-Noire
20,Freetown
21,Astana
22,Uyo
23,Mwanza
24,Omsk
25,Lilongwe
26,Nanyang Henan
27,Kigali
28,Tripoli
29,Krasnoyarsk
30,Kaduna
31,Bukavu
32,Abomey-Calavi
33,Maputo
34,Aba
35,Nnewi
36,San Salvador
37,Shimkent
38,Bujumbura
39,Managua
40,Bishkek
41,Kermanshah
42,Hargeysa
43,Kirkuk
44,Bobo-Dioulasso
45,Aden
46,Asmara
47,Sekondi Takoradi
48,Ikorodu
49,Ilorin
50,Tshikapa
51,Nyala
52,Blantyre-Limbe
