,URL
0,Enugu
1,Lokoja
2,Kottayam
3,Zanzibar
4,Oshogbo
5,Oaxaca de Juarez
6,Malanje
7,Cotonou
8,Vientiane
9,Akure
10,Sokoto
11,As-Suways
12,Irkutsk
13,Barnaul
14,Nay Pyi Taw
15,Bulawayo
16,Khabarovsk
17,Bandar Abbas
18,Bissau
19,Zahedan
20,Vladivostok
21,Calabar
22,Tomsk
23,Mbeya
24,Samarkand
25,Beira
26,Djibouti
27,Bouake
28,Kemerovo
29,Karbala
30,Hamhung
31,Port of Spain
32,Abeokuta
33,Gombe
34,Kikwit
35,Arusha
