,URL
0,Newcastle upon Tyne
1,Enugu
2,Lokoja
3,Zanzibar
4,Oshogbo
5,Malanje
6,Cotonou
7,Vientiane
8,Akure
9,Las Vegas
10,Sokoto
11,As-Suways
12,Irkutsk
13,Barnaul
14,Nay Pyi Taw
15,Bulawayo
16,Khabarovsk
17,Bandar Abbas
18,Bissau
19,Zahedan
20,Vladivostok
21,Calabar
22,Tomsk
23,Mbeya
24,Samarkand
25,Djibouti
26,Bouake
27,Kemerovo
28,Karbala
29,Hamhung
30,Port of Spain
31,Abeokuta
32,Gombe
33,Kikwit
34,Arusha
