,URL
0,Mosul
1,Novosibirsk
2,Tabriz
3,Muscat
4,Harare
5,Tegucigalpa
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Cochabamba
14,Niamey
15,Kisangani
16,Pointe-Noire
17,Freetown
18,Astana
19,Uyo
20,Mwanza
21,Omsk
22,Lilongwe
23,Nanyang Henan
24,Kigali
25,Tripoli
26,Krasnoyarsk
27,Kaduna
28,Bukavu
29,Abomey-Calavi
30,Maputo
31,Aba
32,Nnewi
33,San Salvador
34,Shimkent
35,Bujumbura
36,Managua
37,Bishkek
38,Kermanshah
39,Hargeysa
40,Kirkuk
41,Bobo-Dioulasso
42,Aden
43,Asmara
44,Sekondi Takoradi
45,Ikorodu
46,Ilorin
47,Tshikapa
48,Nyala
49,Blantyre-Limbe
