,URL
0,Damascus
1,Beirut
2,Tunis
3,Mogadishu
4,Esfahan
5,Phnom Penh
6,Havana
7,Aleppo
8,Taizhou Zhejiang
9,Conakry
10,Linyi Shandong
11,Almaty
12,Panama City
13,Lome
14,Montevideo
15,Mosul
16,Tabriz
17,Harare
18,Tegucigalpa
19,Onitsha
20,N-Djamena
21,Mandalay
22,Basra
23,Taizhou Jiangsu
24,Nouakchott
25,Homs
26,Cochabamba
27,Niamey
28,Kisangani
29,Pointe-Noire
30,Freetown
31,Astana
32,Uyo
