,URL
0,Lokoja
1,Zanzibar
2,Oshogbo
3,Vientiane
4,Sokoto
5,As-Suways
6,Irkutsk
7,Barnaul
8,Nay Pyi Taw
9,Bulawayo
10,Khabarovsk
11,Bandar Abbas
12,Bissau
13,Zahedan
14,Vladivostok
15,Calabar
16,Tomsk
17,Mbeya
18,Samarkand
19,Beira
20,Djibouti
21,Bouake
22,Kemerovo
23,Karbala
24,Hamhung
25,Port of Spain
26,Abeokuta
27,Gombe
28,Kikwit
29,Arusha
